Image_path,Insurance_company,Cost_of_vehicle,Min_coverage,Expiry_date,Max_coverage,Condition,Amount
0000_0039.jpg,BQ,41500.0,1037.5,2026-12-03,36142.68,0,0.0
0002_0040.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0041.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0042.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0043.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0044.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0045.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0046.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0047.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0048.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0049.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0050.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0051.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0052.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0053.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0054.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0055.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0056.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0057.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0058.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0059.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0060.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0061.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0062.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0063.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0064.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0065.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0066.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0067.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0068.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0069.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0070.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0071.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0072.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0073.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0074.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0075.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0076.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0077.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0002_0078.jpg,A,49500.0,1237.5,2022-08-11,43102.68,0,0.0
0017_0079.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0080.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0081.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0082.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0083.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0084.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0085.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0086.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0087.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0088.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0089.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0090.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0091.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0092.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0093.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0094.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0095.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0096.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0097.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0098.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0099.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0100.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0101.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0102.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0103.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0104.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0105.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0106.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0107.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0108.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0109.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0110.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0111.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0112.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0113.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0114.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0115.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0116.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0017_0117.jpg,AC,23900.0,597.5,2024-11-17,20830.68,0,0.0
0018_0118.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0119.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0120.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0121.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0122.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0123.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0124.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0125.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0126.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0127.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0128.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0129.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0130.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0131.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0132.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0133.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0134.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0135.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0136.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0137.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0138.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0139.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0140.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0141.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0142.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0143.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0144.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0145.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0146.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0147.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0148.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0149.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0150.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0151.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0152.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0153.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0154.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0155.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0018_0156.jpg,AC,51000.0,1275.0,2025-12-17,44407.68,0,0.0
0022_0157.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0158.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0159.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0160.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0161.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0162.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0163.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0164.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0165.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0166.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0167.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0168.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0169.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0170.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0171.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0172.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0173.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0174.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0175.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0176.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0177.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0178.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0179.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0180.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0181.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0182.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0183.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0184.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0185.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0186.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0187.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0188.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0189.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0190.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0191.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0192.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0193.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0194.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0022_0195.jpg,A,51000.0,1275.0,2026-03-07,44407.68,0,0.0
0029_0196.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0197.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0198.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0199.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0200.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0201.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0202.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0203.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0204.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0205.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0206.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0207.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0208.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0209.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0210.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0211.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0212.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0213.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0214.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0215.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0216.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0217.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0218.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0219.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0220.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0221.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0222.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0223.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0224.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0225.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0226.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0227.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0228.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0229.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0230.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0231.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0232.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0233.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0029_0234.jpg,BQ,43300.0,1082.5,2028-04-16,37708.68,0,0.0
0033_0235.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0236.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0237.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0238.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0239.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0240.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0241.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0242.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0243.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0244.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0245.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0246.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0247.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0248.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0249.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0250.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0251.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0252.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0253.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0254.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0255.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0256.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0257.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0258.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0259.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0260.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0261.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0262.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0263.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0264.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0265.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0266.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0267.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0268.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0269.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0270.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0271.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0272.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0033_0273.jpg,BQ,51800.0,1295.0,2022-03-10,45103.68,0,0.0
0044_0274.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0275.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0276.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0277.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0278.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0279.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0280.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0281.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0282.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0283.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0284.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0285.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0286.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0287.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0288.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0289.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0290.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0291.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0292.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0293.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0294.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0295.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0296.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0297.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0298.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0299.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0300.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0301.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0302.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0303.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0304.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0305.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0306.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0307.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0308.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0309.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0310.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0311.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0044_0312.jpg,BQ,24600.0,615.0,2026-05-15,21439.68,0,0.0
0055_0313.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0314.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0315.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0316.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0317.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0318.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0319.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0320.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0321.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0322.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0323.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0324.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0325.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0326.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0327.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0328.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0329.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0330.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0331.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0332.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0333.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0334.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0335.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0336.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0337.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0338.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0339.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0340.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0341.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0342.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0343.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0344.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0345.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0346.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0347.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0348.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0349.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0350.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0055_0351.jpg,O,37000.0,925.0,2026-12-04,32227.68,0,0.0
0080_0352.jpg,BC,38300.0,957.5,2023-01-14,33358.68,0,0.0
0080_0353.jpg,BC,38300.0,957.5,2023-01-14,33358.68,0,0.0
0080_0354.jpg,BC,38300.0,957.5,2023-01-14,33358.68,0,0.0
0080_0355.jpg,BC,38300.0,957.5,2023-01-14,33358.68,0,0.0
0080_0356.jpg,BC,38300.0,957.5,2023-01-14,33358.68,0,0.0
0080_0357.jpg,BC,38300.0,957.5,2023-01-14,33358.68,0,0.0
0080_0358.jpg,BC,38300.0,957.5,2023-01-14,33358.68,0,0.0
0080_0359.jpg,BC,38300.0,957.5,2023-01-14,33358.68,0,0.0
0080_0360.jpg,BC,38300.0,957.5,2023-01-14,33358.68,0,0.0
0080_0361.jpg,BC,38300.0,957.5,2023-01-14,33358.68,0,0.0
0080_0362.jpg,BC,38300.0,957.5,2023-01-14,33358.68,0,0.0
0080_0363.jpg,BC,38300.0,957.5,2023-01-14,33358.68,0,0.0
0080_0364.jpg,BC,38300.0,957.5,2023-01-14,33358.68,0,0.0
0080_0365.jpg,BC,38300.0,957.5,2023-01-14,33358.68,0,0.0
0080_0366.jpg,BC,38300.0,957.5,2023-01-14,33358.68,0,0.0
0080_0367.jpg,BC,38300.0,957.5,2023-01-14,33358.68,0,0.0
0080_0368.jpg,BC,38300.0,957.5,2023-01-14,33358.68,0,0.0
0080_0369.jpg,BC,38300.0,957.5,2023-01-14,33358.68,0,0.0
0080_0370.jpg,BC,38300.0,957.5,2023-01-14,33358.68,0,0.0
0080_0371.jpg,BC,38300.0,957.5,2023-01-14,33358.68,0,0.0
0080_0372.jpg,BC,38300.0,957.5,2023-01-14,33358.68,0,0.0
0080_0373.jpg,BC,38300.0,957.5,2023-01-14,33358.68,0,0.0
0080_0374.jpg,BC,38300.0,957.5,2023-01-14,33358.68,0,0.0
0080_0375.jpg,BC,38300.0,957.5,2023-01-14,33358.68,0,0.0
0080_0376.jpg,BC,38300.0,957.5,2023-01-14,33358.68,0,0.0
0080_0377.jpg,BC,38300.0,957.5,2023-01-14,33358.68,0,0.0
0080_0378.jpg,BC,38300.0,957.5,2023-01-14,33358.68,0,0.0
0080_0379.jpg,BC,38300.0,957.5,2023-01-14,33358.68,0,0.0
0080_0380.jpg,BC,38300.0,957.5,2023-01-14,33358.68,0,0.0
0080_0381.jpg,BC,38300.0,957.5,2023-01-14,33358.68,0,0.0
